"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Age_Code","Age_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_2015.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"61","Polynesia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"61","Polynesia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"62","Central and Southern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"62","Central and Southern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"62","Central and Southern Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"97","European Union","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"97","European Union","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"97","European Union","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"127","Southern Asia (excluding India)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"127","Southern Asia (excluding India)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"127","Southern Asia (excluding India)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"135","Caucasus and Central Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"135","Caucasus and Central Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"135","Caucasus and Central Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"142","Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"142","Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"142","Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"143","Central Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"143","Central Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"143","Central Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"145","Western Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"145","Western Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"145","Western Asia","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"150","Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"150","Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"150","Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"151","Eastern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"151","Eastern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"151","Eastern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"154","Northern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"154","Northern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"154","Northern Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"155","Western Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"155","Western Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"155","Western Europe","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"158","Other non-specified areas","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"158","Other non-specified areas","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"158","Other non-specified areas","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"199","Least Developed Countries (LDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"199","Least Developed Countries (LDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"199","Least Developed Countries (LDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"202","Sub-Saharan Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"202","Sub-Saharan Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"202","Sub-Saharan Africa","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"223","Eastern Asia (excluding Japan and China)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"223","Eastern Asia (excluding Japan and China)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"223","Eastern Asia (excluding Japan and China)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"369"," Iraq (Central Iraq) ","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"369"," Iraq (Central Iraq) ","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"369"," Iraq (Central Iraq) ","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"419","Latin America and the Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"419","Latin America and the Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"419","Latin America and the Caribbean","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"420","Latin America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"420","Latin America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"420","Latin America","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"432","Landlocked developing countries (LLDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"432","Landlocked developing countries (LLDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
"432","Landlocked developing countries (LLDCs)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","UB","Upper bound","G","Global","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","LB","Lower bound","G","Global","","","","",""
"485","Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)","3","Ensure healthy lives and promote well-being for all at all ages","3.3","By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases","3.3.4","Hepatitis B incidence per 100,000 population","1","SH_HAP_HBSAG","Prevalence of hepatitis B surface antigen (HBsAg) (%)","2019.Q1.G.01","PERCENT","Percentage","<5Y","under 5 years old","MP","Mid-point","G","Global","","","","",""
