series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Sex	Units	Sex description	Units description	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	231	39.63505296	8.631223181	ETH	Ethiopia	1	FEMALE	PERCENT	Female	Percentage	2.0258	7.6923	7.6782	7.6782	7.6782	7.6782	21.4286	21.9282	21.9282	21.9282	21.9282	27.7879	27.7879	27.7879	27.7879	27.7879	38.7569	38.7569	38.7569	34.3693	2018	38.7569	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	232	38.11074289	16.12894644	ERI	Eritrea	1	FEMALE	PERCENT	Female	Percentage	14.6667	14.6667	14.6667	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	2018	22	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	233	25.84093481	58.68487172	EST	Estonia	1	FEMALE	PERCENT	Female	Percentage	17.8218	17.8218	17.8218	17.8218	18.8119	18.8119	18.8119	18.8119	20.7921	20.7921	22.7723	22.7723	19.802	20.7921	19	19.802	23.7624	26.7327	26.7327	23.20596	2018	26.7327	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	242	177.9660884	-17.83301566	FJI	Fiji	1	FEMALE	PERCENT	Female	Percentage	11.2676		5.7143	5.7143	5.7143	8.4507	8.4507									14	16	16	16	15.5	2018	16	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	246	23.308447	61.91586738	FIN	Finland	1	FEMALE	PERCENT	Female	Percentage	37	36.5	36.5	36.5	37.5	37.5	37.5	38	41.5	41.5	40	40	42.5	42.5	42.5	42.5	41.5	42	42	42.1	2018	42	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	248	19.80945969	60.1544901	ALA	Åland Islands	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	250	2.457288129	46.62660861	FRA	France	1	FEMALE	PERCENT	Female	Percentage	10.9185	10.9185	10.9185	12.1951	12.1951	12.1951	12.1951	12.1951	18.1976	18.1976	18.8908	18.8908	18.8908	26.8631	26.1698	26.1698	26.1698	25.8232	38.9948	28.66548	2018	38.9948	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	254	-53.23619089	3.922673437	GUF	French Guiana	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	262	42.18274707	11.56004161	DJI	Djibouti	1	FEMALE	PERCENT	Female	Percentage	0	0	0	10.7692	10.7692	10.7692	10.7692	10.7692	13.8462	13.8462	13.8462	13.8462	13.8462	13.8462	12.7273	12.7273	12.7273	10.7692	10.7692	11.94406	2018	10.7692	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	266	11.78727747	-0.60687619	GAB	Gabon	1	FEMALE	PERCENT	Female	Percentage	8.3333	9.1667		9.2437	9.2437	9.2437	9.2437	12.5	16.6667	16.6667	14.6552	14.6552	15.7895	15.7895	15	14.1667	14.1667	17.094	17.094	15.50428	2018	17.094	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	268	43.3713615	42.04813028	GEO	Georgia	1	FEMALE	PERCENT	Female	Percentage	7.234	7.234	7.234	7.234	7.234	9.3617	9.3617	9.3617	9.3617	6	5.1095	6.5217	6.5693	12	12	11.3333	11.3333	16	16	13.33332	2018	16	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	270	-15.39944785	13.45295927	GMB	Gambia	1	FEMALE	PERCENT	Female	Percentage	2.0408	2.0408	13.2075	13.2075	13.2075	13.2075	13.2075	9.434	9.434	9.434	7.5472	7.5472	7.5472	7.5472	9.434	9.434	9.434	9.434	10.3448	9.61616	2018	10.3448	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	275	35.25694122	31.94347933	PSE	State of Palestine	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	276	10.3806066	51.08862743	DEU	Germany	1	FEMALE	PERCENT	Female	Percentage	30.9417	30.9417	31.6817	32.1725	32.1725	32.7787	31.759	31.5961	31.6476	32.1895	32.7974	32.7974	32.9032	32.9032	36.4501	36.4501	36.4501	36.9841	30.7475	35.41638	2018	30.7475	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	288	-1.205623522	7.964825185	GHA	Ghana	1	FEMALE	PERCENT	Female	Percentage	9	9	9	9	9	10.8696	10.8696	10.8696	10.8696	7.8947	8.2609	8.2609	8.2609	10.2564	10.9091	10.9091	10.9091	12.7273	12.7273	11.63638	2018	12.7273	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	292	-5.347561686	36.13895036	GIB	Gibraltar	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	296	-157.5643005	1.768837732	KIR	Kiribati	1	FEMALE	PERCENT	Female	Percentage	4.878	4.878	4.7619	4.7619	4.7619	4.7619	4.7619	7.1429	4.3478	4.3478	4.3478	4.3478	8.6957	8.6957	8.6957	8.6957	6.5217	6.5217	6.5217	7.3913	2018	6.5217	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	300	22.58307827	39.47301873	GRC	Greece	1	FEMALE	PERCENT	Female	Percentage	6.3333	8.6667	8.6667	8.6667	8.6667	14	13	13	14.6667	14.6667	17.3333	17.3333	18.6667	21	21	23	19.6667	18.3333	18.3333	20.06666	2018	18.3333	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	304	-41.39371316	74.75625681	GRL	Greenland	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	308	-61.68248568	12.11238395	GRD	Grenada	1	FEMALE	PERCENT	Female	Percentage	26.6667	26.6667	26.6667	26.6667	26.6667	26.6667	26.6667	26.6667	26.6667	13.3333	13.3333	13.3333	13.3333	13.3333	33.3333	33.3333	33.3333	33.3333	33.3333	33.3333	2018	33.3333	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	316	144.7029305	13.35485404	GUM	Guam	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	320	-91.2312746	15.00273719	GTM	Guatemala	1	FEMALE	PERCENT	Female	Percentage	7.0796	8.8496	8.8496	8.8496	8.2278	8.2278	8.2278	8.2278	12.0253	12.0253	12.0253	12.0253	13.2911	13.2911	13.2911	13.2911	13.9241	12.6582	12.6582	13.16454	2018	12.6582	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	324	-11.28173419	11.00210343	GIN	Guinea	1	FEMALE	PERCENT	Female	Percentage	8.7719	8.7719	8.7719	19.2982	19.2982	19.2982	19.2982	19.2982	19.2982						21.9298	21.9298	21.9298	21.9298	21.9298	21.9298	2018	21.9298	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	328	-58.97322037	4.788012784	GUY	Guyana	1	FEMALE	PERCENT	Female	Percentage	18.4615	18.4615	20	20	20	30.7692	30.7692	28.9855	28.9855	30	30	30	31.3433	31.3433	31.3433	31.3433	30.4348	31.8841	31.8841	31.37792	2018	31.8841	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	332	-72.33640958	18.40426539	HTI	Haiti	1	FEMALE	PERCENT	Female	Percentage	3.6145	3.6145	3.6145	3.6145	3.6145	3.6145	3.6145	4.0816	4.0816	4.0816	4.0816	11.1111	4.2105	4.2105	4.2105	4.2105	0	2.5641	2.5424	2.7055	2018	2.5424	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	336	12.45315803	41.90343751	VAT	Holy See	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	340	-86.59974381	14.82243161	HND	Honduras	1	FEMALE	PERCENT	Female	Percentage	9.375	9.375	9.375	5.4688	5.4688	5.4688	23.4375	23.4375	23.4375	23.4375	17.9688	17.9688	19.5313	19.5313	25.7813	25.7813	25.7813	25.7813	21.0938	24.8438	2018	21.0938	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	348	19.41221519	47.1651448	HUN	Hungary	1	FEMALE	PERCENT	Female	Percentage	8.2902	8.2902	8.2902	9.8446	9.8446	9.0909	9.0909	10.3627	11.1399	11.1399	11.1399	9.0674	8.8083	8.8083	9.375	10.101	10.101	10.0503	10.0503	9.93552	2018	10.0503	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	352	-19.02116966	64.79134763	ISL	Iceland	1	FEMALE	PERCENT	Female	Percentage	34.9206	34.9206	34.9206	34.9206	30.1587	30.1587	33.3333	33.3333	33.3333	33.3333	42.8571	42.8571	39.6825	39.6825	39.6825	41.2698	41.2698	47.619	38.0952	41.58726	2018	38.0952	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	356	79.3608464	22.34642074	IND	India	1	FEMALE	PERCENT	Female	Percentage	9.0239	9.0074	8.8398	8.8398	8.8398	8.2873	8.2569	8.2569	9.0573	9.0573	10.8257	10.8257	11.0092	11.0092	11.3761	11.9705	11.9705	11.8081	11.8081	11.78666	2018	11.8081	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	360	113.9174	-0.994582204	IDN	Indonesia	1	FEMALE	PERCENT	Female	Percentage	8	8	8	8	8	11.2727	11.2727	11.2727	11.6364	11.6364	18.0357	18.0357	18.2143	18.5714	18.5714	17.1171	17.1171	19.8214	19.8214	18.48968	2018	19.8214	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	FEMALE	PERCENT	Female	Percentage	4.8872	3.4483	3.4483	4.1379	4.1379	4.1379	4.1379	4.1379	4.1379	2.7972	2.7586	2.7586	2.7586	3.1034	3.1034	3.1034	3.1034	5.8824	5.8824	4.215	2018	5.8824	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	368	43.76606267	33.05013795	IRQ	Iraq	1	FEMALE	PERCENT	Female	Percentage	6.4	7.6	7.6	7.6			25.4545	25.4545	25.4545	25.4545	25.4545	25.2308	25.2308	25.2308	25.2308	26.5244	26.5244	25.3049	25.3049	25.77788	2018	25.3049	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	372	-7.121425272	53.25274054	IRL	Ireland	1	FEMALE	PERCENT	Female	Percentage	12.0482	12.0482	12.0482	13.253	13.253	13.253	13.253	13.253	13.253	13.253	13.9394	13.9394	15.0602	15.0602	15.6627	16.2651	16.2651	22.1519	22.1519	18.49934	2018	22.1519	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	376	34.62277992	31.06164552	ISR	Israel	1	FEMALE	PERCENT	Female	Percentage	11.6667	12.5	13.3333	15	15	15	15	14.1667	14.1667	14.1667	19.1667	19.1667	20	21.6667	22.5	22.5	26.6667	27.5	27.5	25.33334	2018	27.5	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	380	12.57022427	42.79917282	ITA	Italy	1	FEMALE	PERCENT	Female	Percentage	11.1111	11.1111	9.8413	11.4887	11.4887	11.526	11.526	17.3016	17.3016	21.2698	21.2698	21.2698	21.5873	21.4286	31.4286	30.9524	30.9524	30.9524	30.9524	31.04764	2018	30.9524	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	FEMALE	PERCENT	Female	Percentage	8.5202	8.4444	8.5202	8.5202	8.5202	8.5202	8.5202	8.5202	8.867	8.867	8.867	8.867	11.0236	10.4418	9.4488	9.1633	9.1633	11.4625	10.5882	9.96522	2018	10.5882	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	388	-77.31068409	18.15616857	JAM	Jamaica	1	FEMALE	PERCENT	Female	Percentage	13.3333	13.3333	13.3333	11.6667	11.6667	11.6667	11.6667	11.6667	13.3333	13.3333	13.3333	13.3333	12.6984	12.6984	12.6984	12.6984	12.6984	17.4603	17.4603	14.60316	2018	17.4603	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	392	139.2716103	36.6554539	JPN	Japan	1	FEMALE	PERCENT	Female	Percentage	4.6	7.2917	7.2917	7.2917	7.0833	7.0833	8.9583	9.375	9.375	9.375	11.25	11.25	10.8333	7.9167	8.125	9.4737	9.4737	9.2632	10.1075	9.28862	2018	10.1075	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	FEMALE	PERCENT	Female	Percentage	10.3896	10.3896	10.3896	10.3896	10.3896	10.3896	10.3896	10.3896	15.8879	15.8879	17.757	17.757	24.2991	24.2991	25.2174	26.1682	26.1682	27.1028	27.1028	26.35188	2018	27.1028	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	400	37.13024774	30.65365973	JOR	Jordan	1	FEMALE	PERCENT	Female	Percentage	0	0	1.25	1.25	5.4545	5.4545	5.4545	5.4545	6.3636	6.3636	6.3636	10.8333	10.8333	12	12	12	12	15.3846	15.3846	13.35384	2018	15.3846	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	404	37.86096816	0.534797278	KEN	Kenya	1	FEMALE	PERCENT	Female	Percentage	3.5714	3.5714	3.5714	7.1429	7.1429	7.1429	7.1429	7.3059	7.2464	9.8214	9.8214	9.8214	9.8214	9.8214	19.1429	19.7143	19.7143	19.4286	21.7765	19.95532	2018	21.7765	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	FEMALE	PERCENT	Female	Percentage	20.0873	20.0873	20.0873	20.0873		20.0873	20.0873	20.0873	20.0873	20.0873	15.575	15.575	15.575	15.575	15.575	16.3028	16.3028	16.3028	16.3028	16.15724	2018	16.3028	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	FEMALE	PERCENT	Female	Percentage	3.6789	5.8608	5.8608	5.8608	5.5351	13.0435	13.3779	13.3779	14.3813	13.7124	14.7157	14.7157	14.7157	15.6667	15.6667	16.3333	16.3333	17	17	16.46666	2018	17	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	414	47.49305029	29.53949468	KWT	Kuwait	1	FEMALE	PERCENT	Female	Percentage	0	0	0	0	0	0	1.5385	1.5385	1.5385	3.0769	7.6923	7.6923	7.6923	6.1538	4.6154	1.5385	1.5385	3.0769	3.0769	2.76924	2018	3.0769	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	FEMALE	PERCENT	Female	Percentage	1.4286	2.3256	10	10	10	10	0	0	25.5556	25.5556	25.5556	23.3333	23.3333	23.3333	23.3333	23.3333	19.1667	19.1667	19.1667	20.83334	2018	19.1667	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	FEMALE	PERCENT	Female	Percentage	21.2121	21.2121	21.2121	22.9358	22.9358	22.9358	22.9358	25.2174	25.2174	25.2174	25.2174	25.2174	25	25	25	25	25	27.5168	27.5168	26.00672	2018	27.5168	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	422	35.89391711	33.92152458	LBN	Lebanon	1	FEMALE	PERCENT	Female	Percentage	2.3438	2.3438	2.3438	2.3438	2.3438	2.3438	4.6875	4.6875	4.6875	4.6875	3.125	3.125	3.125	3.125	3.125	3.125	3.125	3.125	3.125	3.125	2018	3.125	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	426	28.25362195	-29.58041814	LSO	Lesotho	1	FEMALE	PERCENT	Female	Percentage	3.7975	3.7975	3.7975	11.6667	11.6667	11.6667	11.6667	11.7647	25	25	24.1667	24.1667	24.1667	26.6667	26.6667	26.6667	25	25	22.1311	25.0929	2018	22.1311	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	428	26.42461876	56.64196636	LVA	Latvia	1	FEMALE	PERCENT	Female	Percentage	17	17	17	21	21	21	21	19	20	20	22	20	23	23	25	18	18	16	16	18.6	2018	16	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	430	-9.311879038	6.448381009	LBR	Liberia	1	FEMALE	PERCENT	Female	Percentage	7.8125	7.8125	7.8125	7.8125	7.8125	5.2632	12.5	12.5	12.5	12.5	12.5	12.5	9.589	10.9589	10.9589	10.9589	10.9589	12.3288	9.8592	11.01294	2018	9.8592	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	434	18.0295985	27.04042819	LBY	Libya	1	FEMALE	PERCENT	Female	Percentage							4.7368	7.6923	7.6923	7.6923	7.6923	7.6923	7.6923	16.5	16.5	15.9574	15.9574	15.9574	15.9574	16.06592	2018	15.9574	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	FEMALE	PERCENT	Female	Percentage	4	4	12	12	12	12	24	24	24	24	24	24	24	24	20	20	20	12	12	16.8	2018	12	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	440	23.90517807	55.33680309	LTU	Lithuania	1	FEMALE	PERCENT	Female	Percentage	17.5182	10.6383	10.6383	10.6383	10.6383	21.9858	21.9858	24.8227	22.695	17.7305	19.1489	19.1489	19.1489	24.4604	24.1135	23.4043	23.4043	21.2766	21.2766	22.69506	2018	21.2766	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	442	6.092656563	49.77679538	LUX	Luxembourg	1	FEMALE	PERCENT	Female	Percentage	16.6667	16.6667	16.6667	16.6667	16.6667	23.3333	23.3333	23.3333	23.3333	23.3333	20	20	25	21.6667	28.3333	28.3333	28.3333	28.3333	28.3333	28.3333	2018	28.3333	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	FEMALE	PERCENT	Female	Percentage																								
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	450	46.6982339	-19.38514785	MDG	Madagascar	1	FEMALE	PERCENT	Female	Percentage	8	8	8	3.75	3.75	6.875	6.875	6.875	7.874	7.874		12.5	17.5342	17.4863	23.1293	20.5298	20.5298	19.2053	19.2053	20.5199	2018	19.2053	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	454	33.4884625	-13.40819859	MWI	Malawi	1	FEMALE	PERCENT	Female	Percentage	8.2902	9.3264	9.3264	9.3264	9.3264	13.9896	13.6126	13.6126	12.9534	12.9534	20.8333	20.8333	22.2798	22.2798	22.2798	16.6667	16.6667	16.6667	16.6667	17.78932	2018	16.6667	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
2018.Q2.G.01	SG_GEN_PARL	Proportion of seats held by women in national parliaments (% of total number of seats)	458	116.8346314	5.452415309	MYS	Malaysia	1	FEMALE	PERCENT	Female	Percentage	7.2539	10.3627	10.3627	10.3627	10.4712	9.1324	9.1324	9.1324	10.0457	10.8108	9.9099	9.9099	10.4072	10.4072	10.3604	10.3604	10.3604	10.3604	10.3604	10.3604	2018	10.3604	Inter-Parliamentary Union (IPU), the database on Women in National Parliament, accessed February 1 of given year for annual data.	C
