ISO3CD,X,Y,GeoArea_Code,GeoArea_Desc,GoalCode,GoalDesc,TargetCode,TargetDesc,IndicatorCode,IndicatorDesc,IndicatorTier,SeriesCode,SeriesDesc,SeriesRelease,ReportingType_Code,ReportingType_Desc,Units_Code,Units_Desc,Footnotes_2010,Footnotes_2011,Footnotes_2012,Footnotes_2013,Footnotes_2014,Footnotes_2015,Footnotes_2016,Nature_Code_2010,Nature_Code_2011,Nature_Code_2012,Nature_Code_2013,Nature_Code_2014,Nature_Code_2015,Nature_Code_2016,Source_2010,Source_2011,Source_2012,Source_2013,Source_2014,Source_2015,Source_2016,TimeDetail_2010,TimeDetail_2011,TimeDetail_2012,TimeDetail_2013,TimeDetail_2014,TimeDetail_2015,TimeDetail_2016,Value_2010,Value_2011,Value_2012,Value_2013,Value_2014,Value_2015,Value_2016,Latest_Year,Latest_Value
MNG,103.0728057,46.83892054,496,Mongolia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,7.05,,,2014.0,7.05
MDA,28.4650624,47.20236795,498,Republic of Moldova,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.52,,2015.0,1.52
MNE,19.25214024,42.78717043,499,Montenegro,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual consumption data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-2.21,,,2014.0,-2.21
BGD,89.17660788,22.86961622,50,Bangladesh,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2016.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.54,2016.0,1.54
ARM,44.93839317,40.29499741,51,Armenia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,4.33,,2015.0,4.33
NLD,5.331480568,51.86728884,528,Netherlands,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.77,,,2014.0,-0.77
NIC,-85.03060315,12.84210839,558,Nicaragua,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,6.34,,,2014.0,6.34
BEL,4.660976456,50.64104975,56,Belgium,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.1,,,2014.0,0.1
NER,9.400167877,17.42143036,562,Niger,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual consumption data. Growth rates are for the period of 2007-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,4.97,,,2014.0,4.97
NOR,11.47846389,61.34311134,578,Norway,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2.82,,,2014.0,2.82
PAK,68.80479684,29.36491634,586,Pakistan,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,Estimated from individual consumption data. Growth rates are for the period of 2007-2013.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2.53,,,,2013.0,2.53
PAN,-81.26616623,8.450965746,591,Panama,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual income data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,4.91,,2015.0,4.91
PRY,-60.54854225,-21.70216237,600,Paraguay,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,5.5,,2015.0,5.5
PER,-71.82093277,-13.58939705,604,Peru,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,3.11,,,2014.0,3.11
PHL,120.8601418,14.16591706,608,Philippines,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.39,,2015.0,1.39
POL,19.40660158,52.1226733,616,Poland,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.44,,,2014.0,1.44
PRT,-7.961599811,39.68509315,620,Portugal,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-2.09,,,2014.0,-2.09
BTN,90.45098484,27.39598568,64,Bhutan,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,Estimated from individual consumption data. Growth rates are for the period of 2007-2012.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,6.47,,,,,2012.0,6.47
ROU,24.98481009,45.83893563,642,Romania,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.12,,,2014.0,-0.12
RUS,99.01404926,61.61899849,643,Russian Federation,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.52,,2015.0,0.52
RWA,29.92310194,-1.999842114,646,Rwanda,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2013.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.57,,,,2013.0,-0.57
BOL,-64.66224284,-16.71273412,68,Bolivia (Plurinational State of),10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,4.78,,,2014.0,4.78
SRB,20.805876,44.03145697,688,Serbia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2012-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-1.42,,,2014.0,-1.42
SVK,19.48495604,48.70741446,703,Slovakia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.51,,,2014.0,-0.51
VNM,105.802499,10.09643079,704,Viet Nam,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2,,,2014.0,2
SVN,14.82209486,46.11958061,705,Slovenia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.61,,,2014.0,-0.61
ZAF,24.67184355,-29.99957544,710,South Africa,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-1.32,,,2014.0,-1.32
ESP,-3.554078296,40.39211472,724,Spain,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-3.26,,,2014.0,-3.26
SWE,14.3775338,60.60103109,752,Sweden,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.94,,,2014.0,1.94
CHE,8.223158,46.96617097,756,Switzerland,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,Estimated from individual income data. Growth rates are for the period of 2008-2013.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.68,,,,2013.0,0.68
BRA,-53.08432878,-10.77668561,76,Brazil,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2.25,,2015.0,2.25
TJK,69.294998,38.43069666,762,Tajikistan,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2009-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,3.62,,2015.0,3.62
THA,101.0202951,15.13089239,764,Thailand,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,Estimated from individual consumption data. Growth rates are for the period of 2009-2013.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,3.49,,,,2013.0,3.49
TGO,0.97835765,8.532096072,768,Togo,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2011-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.82,,2015.0,0.82
TUR,35.42890329,38.9899684,792,Turkey,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual consumption data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,4.66,,,2014.0,4.66
ALB,20.06660928,41.13897007,8,Albania,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,Estimated from individual consumption data. Growth rates are for the period of 2008-2012.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-1.31,,,,,2012.0,-1.31
UGA,32.39100438,1.279557331,800,Uganda,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,Estimated from individual consumption data. Growth rates are for the period of 2009-2012.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.37,,,,,2012.0,1.37
UKR,31.40270802,49.00735945,804,Ukraine,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.19,,2015.0,-0.19
MKD,21.7007909,41.60048068,807,The former Yugoslav Republic of Macedonia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from grouped income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,1.9,,,2014.0,1.9
EGY,29.77468534,26.57438204,818,Egypt,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2012.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.78,,,,,2012.0,0.78
GBR,-2.23830539,53.27691757,826,United Kingdom of Great Britain and Northern Ireland,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.09,,,2014.0,-0.09
TZA,34.80521182,-6.265332606,834,United Republic of Tanzania,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,Estimated from individual consumption data. Growth rates are for the period of 2007-2011.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,0.82,,,,,,2011.0,0.82
USA,-99.13830311,39.5277871,840,United States of America,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,Estimated from individual income data. Growth rates are for the period of 2007-2013.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,-0.43,,,,2013.0,-0.43
BFA,-1.742843829,12.27491081,854,Burkina Faso,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual consumption data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2.93,,,2014.0,2.93
URY,-56.01387025,-32.8002838,858,Uruguay,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,Estimated from individual income data. Growth rates are for the period of 2009-2014.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2.95,,,2014.0,2.95
ZMB,27.850329,-14.59701056,894,Zambia,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,Estimated from individual consumption data. Growth rates are for the period of 2010-2015.,,,,,,,G,,,,,,,World Bank,,,,,,,,,,,,,,2.93,,2015.0,2.93
AFG,66.02688198,33.83160199,4,Afghanistan,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATA,21.47585697,-80.40897662,10,Antarctica,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZA,2.678164227,28.15940032,12,Algeria,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASM,-170.7187269,-14.30587306,16,American Samoa,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AND,1.576257417,42.54548611,20,Andorra,10,Reduce inequality within and among countries,10.1,"By 2030, progressively achieve and sustain income growth of the bottom 40 per cent of the population at a rate higher than the national average",10.1.1,Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population,1,SI_HEI_TOTL,Growth rates of household expenditure or income per capita (%),2019.Q1.G.01,G,Global,PERCENT,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
