"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Location_Code","Location_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value"
"PYF","-149.4052367","-17.67709294","258","French Polynesia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"DJI","42.18274707","11.56004161","262","Djibouti","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","G","E","E","E","G","E","E","E","E","E","G","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","56.84","56.48","49.70","55.71","55.33","54.95","55.50","54.23","53.90","53.59","53.30","53.03","54.60","52.52","52.27","52.03","51.78",2016.0,"51.78"
"DJI","42.18274707","11.56004161","262","Djibouti","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","G","E","E","E","G","E","E","E","E","E","G","E","E","E","","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","","56.28","52.74","10.20","45.49","41.82","38.13","9.90","30.80","27.18","23.60","20.02","16.46","4.37","9.29","5.67","2.01","",2015.0,"2.01"
"DJI","42.18274707","11.56004161","262","Djibouti","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","G","E","E","E","G","E","E","E","E","E","G","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","57.02","57.62","56.90","58.82","59.43","60.03","62.40","61.28","61.93","62.58","63.25","63.92","64.24","65.29","65.98","66.68","67.37",2016.0,"67.37"
"GAB","11.78727747","-0.60687619","266","Gabon","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","G","E","E","E","E","E","E","G","G","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","73.60","76.12","77.07","78.02","78.96","81.60","80.88","81.86","82.86","83.89","84.93","85.99","89.30","86.40","89.22","90.31","91.40",2016.0,"91.40"
"GAB","11.78727747","-0.60687619","266","Gabon","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","G","E","E","E","E","E","E","G","G","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","29.70","10.99","11.74","12.71","13.94","34.60","17.28","19.45","22.00","24.93","28.22","31.88","44.90","37.40","44.86","49.78","54.96",2016.0,"54.96"
"GAB","11.78727747","-0.60687619","266","Gabon","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","G","E","E","E","E","E","E","G","G","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","90.20","91.55","91.84","92.13","92.43","93.20","93.04","93.36","93.69","94.04","94.39","94.76","98.10","94.30","95.90","96.28","96.66",2016.0,"96.66"
"GEO","43.3713615","42.04813028","268","Georgia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","G","E","E","G","E","E","E","E","E","E","G","E","G","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","98.78","98.84","99.90","98.93","98.97","97.94","99.08","99.15","99.25","99.36","99.50","99.64","100.00","99.90","100.00","99.99","100.00",2016.0,"100.00"
"GEO","43.3713615","42.04813028","268","Georgia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","G","E","E","G","E","E","E","E","E","E","G","E","G","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","98.53","98.61","99.70","98.70","98.74","97.55","98.84","98.92","99.03","99.17","99.33","99.51","100.00","99.85","100.00","99.99","100.00",2016.0,"100.00"
"GEO","43.3713615","42.04813028","268","Georgia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","G","E","E","G","E","E","E","E","E","E","G","E","G","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","99.01","99.06","100.00","99.14","99.19","98.32","99.30","99.37","99.45","99.54","99.64","99.76","100.00","99.94","100.00","100.00","100.00",2016.0,"100.00"
"GMB","-15.39944785","13.45295927","270","Gambia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","G","E","E","E","E","E","E","E","G","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","34.30","29.75","30.88","32.01","33.14","30.46","35.42","36.58","37.77","38.97","40.20","41.44","42.69","44.50","45.22","46.49","47.76",2016.0,"47.76"
"GMB","-15.39944785","13.45295927","270","Gambia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","G","E","E","E","E","E","E","E","G","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","18.19","8.86","9.25","9.60","9.93","8.09","10.61","10.98","11.38","11.81","12.27","12.76","13.27","12.90","14.37","14.94","15.53",2016.0,"15.53"
"GMB","-15.39944785","13.45295927","270","Gambia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","E","E","G","E","E","E","E","E","E","E","G","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","51.16","51.68","52.79","53.90","55.01","54.44","57.25","58.39","59.54","60.70","61.88","63.06","64.25","66.40","66.64","67.84","69.04",2016.0,"69.04"
"PSE","35.25694122","31.94347933","275","State of Palestine","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","G","E","E","G","E","E","E","G","G","E","E","G","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","99.70","98.99","99.05","99.10","99.14","99.19","99.70","99.34","99.45","99.58","99.90","99.70","100.00","100.00","99.90","100.00","100.00",2016.0,"100.00"
"PSE","35.25694122","31.94347933","275","State of Palestine","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","G","E","E","G","E","E","E","G","G","E","E","G","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","99.30","96.77","97.02","97.70","97.15","97.70","99.40","94.24","98.61","95.66","99.70","98.39","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"PSE","35.25694122","31.94347933","275","State of Palestine","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","G","E","E","G","E","E","G","E","E","E","G","G","E","E","G","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","99.90","99.85","99.82","99.70","99.78","99.74","99.80","99.80","99.75","99.51","99.90","99.94","99.91","99.97","99.80","100.00","100.00",2016.0,"100.00"
"DEU","10.3806066","51.08862743","276","Germany","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"DEU","10.3806066","51.08862743","276","Germany","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"DEU","10.3806066","51.08862743","276","Germany","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00","100.00",2016.0,"100.00"
"ATG","-61.7999755","17.07761471","28","Antigua and Barbuda","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","ALLAREA","All areas","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","G","E","E","E","E","E","G","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","90.07","90.48","90.87","91.25","91.64","92.20","92.43","92.86","93.30","93.76","94.25","94.55","95.25","95.77","96.30","96.83","97.35",2016.0,"97.35"
"ATG","-61.7999755","17.07761471","28","Antigua and Barbuda","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","RURAL","Rural","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","G","E","E","E","E","E","G","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","85.37","86.05","86.75","87.43","88.10","89.00","89.43","90.11","90.80","91.51","92.22","92.68","93.67","94.39","95.12","95.84","96.55",2016.0,"96.55"
"ATG","-61.7999755","17.07761471","28","Antigua and Barbuda","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.1","By 2030, ensure universal access to affordable, reliable and modern energy services","7.1.1","Proportion of population with access to electricity","1","EG_ELC_ACCS","Proportion of population with access to electricity, by urban/rural (%)","2019.Q1.G.01","URBAN","Urban","G","Global","PERCENT","Percentage","","","","","","","","","","","","","","","","","","E","E","E","E","E","G","E","E","E","E","E","G","E","E","E","E","E","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","Source: Global Tracking Framework 2018","","","","","","","","","","","","","","","","","","100.00","100.00","100.00","99.99","99.97","99.94","99.92","99.91","99.91","99.92","99.94","99.96","99.99","100.00","100.00","100.00","100.00",2016.0,"100.00"
