"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2005","Footnotes_2016","Nature_Code_2005","Nature_Code_2016","Source_2005","Source_2016","TimeDetail_2005","TimeDetail_2016","Value_2005","Value_2016","Latest_Year","Latest_Value"
"AFG","66.02688198","33.83160199","4","Afghanistan","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","81","31.29",2016.0,"31.29"
"AUT","14.14172472","47.58704857","40","Austria","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","23.25","20.8",2016.0,"20.8"
"JOR","37.13024774","30.65365973","400","Jordan","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","47.93","41.52",2016.0,"41.52"
"KEN","37.86096816","0.534797278","404","Kenya","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","49.93","39.89",2016.0,"39.89"
"KOR","127.8610254","36.45201023","410","Republic of Korea","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","34.19","35.55",2016.0,"35.55"
"","","","412","Kosovo","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005; 
The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ","2016: Data refer to 3 year average 2014-2016; 
The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","38.57","27.41",2016.0,"27.41"
"KWT","47.49305029","29.53949468","414","Kuwait","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","9.72","7.14",2016.0,"7.14"
"KGZ","74.52324839","41.46204516","417","Kyrgyzstan","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","16.18","18.92",2016.0,"18.92"
"LBN","35.89391711","33.92152458","422","Lebanon","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","99.04","55.57",2016.0,"55.57"
"LSO","28.25362195","-29.58041814","426","Lesotho","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","18.99","19.49",2016.0,"19.49"
"LVA","26.42461876","56.64196636","428","Latvia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","39.02","31.22",2016.0,"31.22"
"LBY","18.0295985","27.04042819","434","Libya","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","68.54","90.01",2016.0,"90.01"
"LIE","9.552985019","47.14167005","438","Liechtenstein","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","16.92","46.07",2016.0,"46.07"
"BHS","-78.05111663","24.69546597","44","Bahamas","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","22.53","38.42",2016.0,"38.42"
"LTU","23.90517807","55.33680309","440","Lithuania","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","15.51","9.57",2016.0,"9.57"
"LUX","6.092656563","49.77679538","442","Luxembourg","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","43.24","47.08",2016.0,"47.08"
"MAC","113.5665388","22.1237259","446","China, Macao Special Administrative Region","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","26.42","20.28",2016.0,"20.28"
"MDG","46.6982339","-19.38514785","450","Madagascar","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","88.76","53.2",2016.0,"53.2"
"MWI","33.4884625","-13.40819859","454","Malawi","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","30.39","16.13",2016.0,"16.13"
"MYS","116.8346314","5.452415309","458","Malaysia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","33.77","26.48",2016.0,"26.48"
"MLT","14.44617519","35.89194275","470","Malta","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","27.82","22.95",2016.0,"22.95"
"MUS","57.568022","-20.28581998","480","Mauritius","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","35.91","38.79",2016.0,"38.79"
"MEX","-102.5148166","23.93378032","484","Mexico","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","42.11","45.12",2016.0,"45.12"
"MCO","7.424214814","43.73532918","492","Monaco","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","40.86","33.85",2016.0,"33.85"
"MNG","103.0728057","46.83892054","496","Mongolia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","18.77","16.02",2016.0,"16.02"
"MDA","28.4650624","47.20236795","498","Republic of Moldova","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","22.82","21.22",2016.0,"21.22"
"MNE","19.25214024","42.78717043","499","Montenegro","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","36.2","25.11",2016.0,"25.11"
"BGD","89.17660788","22.86961622","50","Bangladesh","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","63.96","75.84",2016.0,"75.84"
"MAR","-6.281942841","31.8440131","504","Morocco","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","51.79","41.91",2016.0,"41.91"
"MOZ","38.18479941","-14.27963886","508","Mozambique","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","75.32","32.31",2016.0,"32.31"
"ARM","44.93839317","40.29499741","51","Armenia","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","28.13","29.58",2016.0,"29.58"
"NLD","5.331480568","51.86728884","528","Netherlands","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","UN-CTS: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems","","","38.03","24.68",2016.0,"24.68"
"VUT","167.0679779","-15.34445547","548","Vanuatu","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","WPB-ICPR: World Prison Brief-Institute for Criminal Policy Research ","","","22.51","10",2016.0,"10"
"NZL","170.4755673","-43.98721568","554","New Zealand","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","18.43","13.58",2016.0,"13.58"
"BEL","4.660976456","50.64104975","56","Belgium","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","38.13","26.53",2016.0,"26.53"
"NGA","8.097363256","9.585789025","566","Nigeria","16","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels","16.3","Promote the rule of law at the national and international levels and ensure equal access to justice for all","16.3.2","Unsentenced detainees as a proportion of overall prison population","1","VC_PRS_UNSEC","Unsentenced detainees as a proportion of overall prison population (%)","2019.Q1.G.01","G","Global","PERCENT","Percentage","2005: Data refer to 3 year average 2003-2005","2016: Data refer to 3 year average 2014-2016","C","C","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","UN-CTS/WPB-ICPR: United Nations Survey on Crime Trends and Operations of Criminal Justice Systems and World Prison Brief-Institute for Criminal Policy Research","","","72.72","66.29",2016.0,"66.29"
