"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Age_Code","Age_Desc","Sex_Code","Sex_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Footnotes_2016","Footnotes_2017","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Nature_Code_2016","Nature_Code_2017","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","Source_2016","Source_2017","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","TimeDetail_2016","TimeDetail_2017","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Value_2017","Latest_Year","Latest_Value"
"KEN","37.86096816","0.534797278","404","Kenya","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.9","","","",2014.0,"22.9"
"KGZ","74.52324839","41.46204516","417","Kyrgyzstan","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.6","","","",2014.0,"11.6"
"LAO","101.9901968","20.27482773","418","Lao People's Democratic Republic","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.4","","","","","",2012.0,"35.4"
"","","","419","Latin America and the Caribbean","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","Based on 22 countries covering 52 per cent of the regional population of women aged 20-24 years","","","","","Based on 22 countries covering 52 per cent of the regional population of women aged 20-24 years","","","","Based on 22 countries covering 52 per cent of the regional population of women aged 20-24 years","","","","","Based on 22 countries covering 52 per cent of the regional population of women aged 20-24 years","E","","","","","E","","","","E","","","","","E","DHS, MICS and other national surveys","","","","","DHS, MICS and other national surveys","","","","DHS, MICS and other national surveys","","","","","DHS, MICS and other national surveys","","","","","","","","","","","","","","","","24.3","","","","","25.8","","","","25.1","","","","","25.2",2017.0,"25.2"
"LBN","35.89391711","33.92152458","422","Lebanon","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1","","","","","","","","",2009.0,"6.1"
"LSO","28.25362195","-29.58041814","426","Lesotho","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.3","","","",2014.0,"17.3"
"LBR","-9.311879038","6.448381009","430","Liberia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9","","","","",2013.0,"35.9"
"","","","432","Landlocked developing countries (LLDCs)","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","Based on 30 countries covering 93 per cent of the regional population of women aged 20-24 years","","","","","Based on 30 countries covering 93 per cent of the regional population of women aged 20-24 years","","","","Based on 30 countries covering 93 per cent of the regional population of women aged 20-24 years","","","","","Based on 30 countries covering 93 per cent of the regional population of women aged 20-24 years","E","","","","","E","","","","E","","","","","E","DHS, MICS and other national surveys","","","","","DHS, MICS and other national surveys","","","","DHS, MICS and other national surveys","","","","","DHS, MICS and other national surveys","","","","","","","","","","","","","","","","44.3","","","","","44.2","","","","40.0","","","","","37.0",2017.0,"37.0"
"MDG","46.6982339","-19.38514785","450","Madagascar","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","ENSOMD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.2","","","","",2013.0,"41.2"
"MWI","33.4884625","-13.40819859","454","Malawi","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.1","","",2015.0,"42.1"
"MDV","73.09672546","-0.614385021","462","Maldives","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9","","","","","","","","",2009.0,"3.9"
"MLI","-3.522016039","17.35311254","466","Mali","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.5","","",2015.0,"51.5"
"MRT","-10.33187259","20.26089546","478","Mauritania","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.0","","",2015.0,"37.0"
"MEX","-102.5148166","23.93378032","484","Mexico","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.1","","",2015.0,"26.1"
"MNG","103.0728057","46.83892054","496","Mongolia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2","","","","",2013.0,"5.2"
"MDA","28.4650624","47.20236795","498","Republic of Moldova","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2","","","","","",2012.0,"12.2"
"MNE","19.25214024","42.78717043","499","Montenegro","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","","","","",2013.0,"4.5"
"BGD","89.17660788","22.86961622","50","Bangladesh","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.6","","","",2014.0,"58.6"
"MAR","-6.281942841","31.8440131","504","Morocco","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9","","","","","","","","","","","","",2004.0,"15.9"
"MOZ","38.18479941","-14.27963886","508","Mozambique","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.2","","","","","","",2011.0,"48.2"
"ARM","44.93839317","40.29499741","51","Armenia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","",2016.0,"5.3"
"NAM","17.21907885","-22.13817068","516","Namibia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9","","","","",2013.0,"6.9"
"BRB","-59.5346489","13.13648273","52","Barbados","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7","","","","","",2012.0,"10.7"
"NRU","166.92313","-0.528742623","520","Nauru","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.8","","","","","","","","","",2007.0,"26.8"
"NPL","83.94678863","28.25866332","524","Nepal","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.5","",2016.0,"39.5"
"VUT","167.0679779","-15.34445547","548","Vanuatu","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4","","","","",2013.0,"21.4"
"NIC","-85.03060315","12.84210839","558","Nicaragua","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","ENDESA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2","","","","","",2012.0,"35.2"
"NER","9.400167877","17.42143036","562","Niger","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3","","","","","",2012.0,"76.3"
"NGA","8.097363256","9.585789025","566","Nigeria","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.5",2017.0,"43.5"
"MHL","171.0839119","7.110213497","584","Marshall Islands","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.3","","","","","","","","","",2007.0,"26.3"
"PAK","68.80479684","29.36491634","586","Pakistan","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0","","","","",2013.0,"21.0"
"PAN","-81.26616623","8.450965746","591","Panama","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.4","","","","",2013.0,"26.4"
"PNG","145.8587761","-6.756057077","598","Papua New Guinea","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","","","","","","","","","","",2006.0,"21.3"
"PRY","-60.54854225","-21.70216237","600","Paraguay","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.6","",2016.0,"21.6"
"PER","-71.82093277","-13.58939705","604","Peru","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","Continuous DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.5","","",2015.0,"21.5"
"PHL","120.8601418","14.16591706","608","Philippines","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0","","","","",2013.0,"15.0"
"","","","62","Central and Southern Asia","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","Based on 11 countries covering 97 per cent of the regional population of women aged 20-24 years","","","","","Based on 11 countries covering 97 per cent of the regional population of women aged 20-24 years","","","","Based on 11 countries covering 97 per cent of the regional population of women aged 20-24 years","","","","","Based on 11 countries covering 97 per cent of the regional population of women aged 20-24 years","E","","","","","E","","","","E","","","","","E","DHS, MICS and other national surveys","","","","","DHS, MICS and other national surveys","","","","DHS, MICS and other national surveys","","","","","DHS, MICS and other national surveys","","","","","","","","","","","","","","","","51.8","","","","","46.2","","","","37.6","","","","","29.1",2017.0,"29.1"
"GNB","-14.40182514","12.11760394","624","Guinea-Bissau","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","MICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4","","","",2014.0,"24.4"
"TLS","125.9451052","-8.797497247","626","Timor-Leste","5","Achieve gender equality and empower all women and girls","5.3","Eliminate all harmful practices, such as child, early and forced marriage and female genital mutilation","5.3.1","Proportion of women aged 20-24 years who were married or in a union before age 15 and before age 18","1","SP_DYN_MRBF18","Proportion of women aged 20-24 years who were married or in a union before age 18 (%)","2019.Q1.G.01","20-24","20 to 24 years old","FEMALE","Female","G","Global","PER_MARW_20T24Y","% of married women aged 20-24 years","","","","","","","","","","","","","","","","","","","","","","","C","","","","","","","","","","","","","","","DHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.9","","","","","","","",2010.0,"18.9"
